Song,Artist,Genre Tags,Tag Source
Paris,$uicideboy$,"Hip-Hop, rap, metal, hip hop, Sludge",track
Macho Kings,"Bmac,Lefty,Bugsy,Reel Drama","dance, eurodance, Disco, black metal, pop",artist
Plain Jane,A$AP Ferg,"trap, Hip-Hop, rap, Awesome, party",track
Pop Out (feat. Lil Tjay),"Polo G,Lil Tjay","trap, hip hop, rap, Gangsta Rap, pop rap",track
Salud,"Jay Savage,Sunset Tone",,none
Out of Touch,"Precedence,Yakobie Slade","dance, House, electronic, club, trance",artist
Super Gremlin,Kodak Black,"trap, kodak black, Hip-Hop, rap, experimental",track
Relationship (feat. Future),"Young Thug,Future","Hip-Hop, rap, future, trap, Young Thug",track
MC's Act Like They Don't Know,KRS-One,"Hip-Hop, hip hop, rap, new york, underground hip-hop",track
U.N.I.T.Y.,Queen Latifah,"rap, 90s, Hip-Hop, female vocalists, hip hop",track
N95,Kendrick Lamar,"MySpotigramBot, rap, trap, Conscious Hip Hop, -1001854528204",track
Blessed,City Built,"gospel, black gospel, praise & worship, worship, donald lawrence",artist
Sky,Playboi Carti,"MySpotigramBot, trap, pop rap, rage, cloud rap",track
Nuketown (feat. Juice WRLD),"Ski Mask The Slump God,Juice WRLD","MySpotigramBot, Juice WRLD, hip hop, trap, 10s",track
Pure Water (with Migos),"Mustard,Migos","Hip-Hop, rap, 2010s, migos, 2019",track
Money N Chickens,"ItsTyTy,|ATG|","jazz, experimental, polish, Avant-Garde, Yass",artist
INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow","trap, Hip-Hop, 2020s, 2021, rap",track
Murder on My Mind,YNW Melly,"MySpotigramBot, trap, Horrorcore, hip hop, rap",track
My Truth,Black Out King,"industrial, coldwave, industrial rock, idm, Post-Industrial",artist
ARCHITECT,J. Baez,,none
Getting Older (Time Is Ticking),J 2 5,,none
Tunnel Vision,Kodak Black,"MySpotigramBot, trap, Hip-Hop, Love, hiphop",track
Way 2 Sexy (with Future & Young Thug),"Drake,Future,Young Thug","MySpotigramBot, 2021, Hip-Hop, rap, future",track
Bad Bitch,"Trevor Wayne,EMMA JENKO","Hip-Hop, rap, wu-tang, hip hop, east coast rap",artist
No Heart,"21 Savage,Metro Boomin","MySpotigramBot, hip hop, rap, trap, Hip-Hop",track
Champion (feat. Travis Scott),"NAV,Travis Scott","MySpotigramBot, pop, rap, rnb, trap",track
beibs in the trap,Travis Scott,"trap, cloud rap, travis scott, nav, hip hop",track
ORANGE SODA,Baby Keem,"MySpotigramBot, rap, trap, Baby Keem, hip hop",track
Be It,"The Lost Arts,Jimmy Valentime,Urban Miracle,losLAUREN 718",,none
Throne,Dmenis,"techno, electronic, noise, harsh noise, mutant techno",artist
New Freezer (feat. Kendrick Lamar),"Rich The Kid,Kendrick Lamar","kendrick lamar, rich the kid, Hip-Hop, hip hop, rap",track
3 Thangs,tso ghostly,,none
X (feat. Future),"21 Savage,Metro Boomin,Future","MySpotigramBot, trap, rap, cloud rap, plugg",track
Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone,J. Davi$,J Spooks","2010s, 2014",track
The Box,Roddy Ricch,"trap, Hip-Hop, hip hop, rap, pop rap",track
The London (feat. J. Cole & Travis Scott),"Young Thug,J. Cole,Travis Scott","j cole, travis scott, rap, trap, 2019",track
Slippery (feat. Gucci Mane),"Migos,Gucci Mane","trap, 2010s, 2017, Hip-Hop, rap",track
Roll in Peace (feat. XXXTENTACION),"Kodak Black,XXXTENTACION","MySpotigramBot, Hip-Hop, rap, trap, XXXTENTACION",track
Can't Stop Now,Jelani Lateef,"experimental, noise, industrial, rock, noise rock",artist
pick up the phone,"Young Thug,Travis Scott","trap, pop rap, Southern Hip Hop, MySpotigramBot, travis scott",track
Love @ First Sound,"Ollie Twist,Ella S",,none
DNA.,Kendrick Lamar,"rap, Hip-Hop, trap, MySpotigramBot, hip hop",track
Never Coming Down,"Tuck Nuisance,Dizzy Wright",,none
B.O.B. - Bombs Over Baghdad,Outkast,"Hip-Hop, hip hop, rap, outkast, party",track
Air Force Ones,"Nelly,Murphy Lee,Ali,Kyjuan","rap, Hip-Hop, Nelly, hip hop, Dirty South",track
Damn! (feat. Lil' Jon) - Club Mix,"Youngbloodz,Lil Jon","rap, 2005, 2000s, singles, Lil Jon",track
Can I Get A... - From The Rush Hour Soundtrack,"JAY-Z,Amil,Ja Rule","Hip-Hop, jay-z, rap, hip hop, 90s",track
"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)","Wu-Tang Clan,RZA,Method Man,Ghostface Killah,Raekwon,U-God",W Artist,track
I Know What You Want (feat. Flipmode Squad),"Busta Rhymes,Mariah Carey,Flipmode Squad","2000s, Mariah Carey, Hip-Hop, rap, sexy",track
Dior,Pop Smoke,"MySpotigramBot, UK Drill, Gangsta Rap, trap, drill",track
BACK HOME,"Jah Harris,BAELY","House, dance, electronic, club, electronica",artist
Catch Me Outside,Ski Mask The Slump God,"hip hop, Southern Hip Hop, pop, rap, trap",track
Testimony,Shola Og,"gospel, seen live, folk, world, Acapella",artist
Godzilla (feat. Juice WRLD),"Eminem,Juice WRLD","rap, 2020, Hip-Hop, Eminem, 2020s",track
X (with 2 Chainz & Saudi),"ScHoolboy Q,2 Chainz,Saudi","Hip-Hop, kendrick lamar, schoolboy q, 2 chainz, Soundtrack",track
Day 'N' Nite (Nightmare),Kid Cudi,"hip hop, 00s, synthpop, pop rap, alternative hip hop",track
GET YOU BACK,WTE LIK,,none
Champions,"Kanye West,Gucci Mane,Big Sean,2 Chainz,Travis Scott,Yo Gotti,Quavo,Desiigner","big sean, Yo Gotti, travis scott, 2 chainz, Desiigner",track
Gassed Up,Nebu Kiniza,plugg,track
All The Way Up (feat. Infared),"Fat Joe,Remy Ma,French Montana,InfaRed",F Artist,track
Pass Me Round,"Otto Deburaux & the Clown Lounge,BiscyChrist",,none
CoCo,O.T. Genasis,"rap, trap, trap rap, Hip-Hop, favorites 2014",track
Fuck Up Some Commas,Future,"future, 2015, MySpotigramBot",track
D.M.B.,A$AP Rocky,"trap, cloud rap, hip hop, alternative, rap",track
Hurts to Verts,Emmy Duvo,,none
This Is America,Childish Gambino,"rap, Hip-Hop, trap, hip hop, 2018",track
BOP,DaBaby,"rap, MySpotigramBot, Hip-Hop, hip hop, trap",track
Broccoli (feat. Lil Yachty),"DRAM,Lil Yachty","trap, pop rap, MySpotigramBot, Hip-Hop, rap",track
OUT WEST (feat. Young Thug),"JACKBOYS,Travis Scott,Young Thug","travis scott, Young Thug, MySpotigramBot, trap, JACKBOYS",track
Facts or Feelings,Viisionary,"Hip-Hop, alternative hip-hop, seen live, Philadelphia, rap",artist
My Way (feat. Monty),"Fetty Wap,Monty","Hip-Hop, trap, pop rap, 10s, 2015",track
T-Shirt,Migos,"trap, Hip-Hop, Hard, rap, funny",track
VALENTINO,24kGoldn,"hip hop, rap, Awesome, Favorite, trap",track
I CAN EXPLAIN,LAKOS,"Scottish, seen live, scotland, indie, rock",artist
4 AM,"2 Chainz,Travis Scott","MySpotigramBot, Hip-Hop, rap, trap, fallon",track
We Dem Boyz,Wiz Khalifa,"hip hop, rap, weed, american, hype",track
Dark Knight Dummo,"Trippie Redd,Travis Scott","MySpotigramBot, hip hop, dark, hype, travis scott",track
AURA,JobiFuego,,none
REEL IT IN,Aminé,"trap, MySpotigramBot, rap, Moderate, chill",track
Back With The Pen Like,Naimos Riggerz,"jazz, Canadian, seen live, piano, blues",artist
Faucet Failure,Ski Mask The Slump God,"hip hop, trap, pop rap, florida, swag",track
what do i do when i'm broken?,Meka,"Hip-Hop, instrumental, instrumental hip-hop",artist
Calling My Phone,"Lil Tjay,6LACK","2020s, 2021, rap, rnb, trap",track
Energy,Drake,"hip hop, rap, Hip-Hop, 2015, MySpotigramBot",track
Ann N Andyy,PrettiBoiRoq,"japanese, Rock n' Roll, surf rock",artist
Homicide (feat. Eminem),"Logic,Eminem","rap, Hip-Hop, hip hop, 1, logic",track
Baby (Lil Baby feat. DaBaby),"Quality Control,Lil Baby,DaBaby","trap, pop rap, cloud rap, Southern Hip Hop, nervous music",track
10 Freaky Girls (with 21 Savage),"Metro Boomin,21 Savage","trap, 21 savage, MySpotigramBot, hip hop, rap",track
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke,50 Cent,Roddy Ricch","MySpotigramBot, rap, new york, Gangsta Rap, East Coast",track
Bartier Cardi (feat. 21 Savage),"Cardi B,21 Savage","rap, Hip-Hop, trap, female vocalists, party",track
Deja Vu,J. Cole,"Hip-Hop, rap, j cole, hip hop, pop rap",track
NO BYSTANDERS,Travis Scott,"MySpotigramBot, pop rap, Southern Hip Hop, trap, travis scott",track
High,MOZS,"j-pop, japanese, male vocalist",artist
AirplaneMode,BONES,"rap, trap, cloud rap, hardcore hip hop, emo rap",track
RNP (feat. Anderson .Paak),"Cordae,Anderson .Paak","rnb, rich, Anderson paak, Cordae, Smiling cause im young",track
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick,G Herbo,Lil Durk,21 Savage","MySpotigramBot, -1001747063611, Hip-Hop, trap, drill",track
p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole,Lil Baby","MySpotigramBot, j cole, lil baby, Hip-Hop, hip hop",track
Cigarettes,Juice WRLD,"rap, posthumous, Juice WRLD, Hip-Hop, rock",track
Distraction,Polo G,"MySpotigramBot, -1001854528204",track
Elon Musk (feat. Gunna),"DDG,Gunna",,none
City of Gods,"Fivio Foreign,Kanye West,Alicia Keys","MySpotigramBot, new york drill, -1001819731063, Hip-Hop, rap",track
N9W WE H333RE - BL3SS3D WITH 9K WEALTH ATTRACTING ANGELZ,"38trillionaires,JR11CH,AP2HARD,LIL BUCK","seen live, electronic, electro, Hip-Hop, electronica",artist
Picnic on Saturn,Transcribe,,none
True Love,"Kanye West,XXXTENTACION","MySpotigramBot, hip hop, pop rap, emo rap, rap",track
Eazy,"The Game,Kanye West","avant garde, ridiculous, Kanye West, the game, experimental hip-hop",track
Gangsta's Paradise,"Coolio,L.V.","rap, 90s, Hip-Hop, Gangsta Rap, hip hop",track
Hell on Earth (Front Lines),Mobb Deep,"hip hop, rap, Hip-Hop, underground hip hop, Old School Hip Hop",track
You Know How We Do It,Ice Cube,"rap, west coast, Hip-Hop, G-funk, Ice Cube",track
My Name Is,Eminem,"rap, Hip-Hop, Eminem, hip hop, 90s",track
It Was A Good Day,Ice Cube,"rap, Hip-Hop, Gangsta Rap, Ice Cube, 90s",track
Big Poppa - 2005 Remaster,The Notorious B.I.G.,"rap, Hip-Hop, hip hop, 90s, east coast rap",track
Forgot About Dre,"Dr. Dre,Eminem","rap, Hip-Hop, Gangsta Rap, hip hop, dr dre",track
Ready or Not,"Fugees,Ms. Lauryn Hill,Wyclef Jean,Pras","Hip-Hop, 90s, hip hop, rap, rnb",track
Hail Mary,Makaveli,"2pac, rap, Hip-Hop, Gangsta Rap, hip hop",track
Ms. Fat Booty,Mos Def,"Hip-Hop, hip hop, rap, mos def, new york",track
Nuthin' But A  G  Thang,"Dr. Dre,Snoop Dogg",,none
N.Y. State of Mind,Nas,"Hip-Hop, rap, hip hop, Nas, new york",track
The Next Episode,"Dr. Dre,Snoop Dogg","rap, Hip-Hop, Gangsta Rap, dr dre, hip hop",track
You Got Me,"The Roots,Tariq Trotter,Erykah Badu,Eve","hip hop, Hip-Hop, soul, rap, the roots",track
Bettin' On You,"Jamie Jermaine,Deuce","blues, Classic Blues, female vocalist, female vocalists, oldies",artist
Just Don't Give A Fuck,Eminem,"rap, Hip-Hop, hip hop, Eminem, Horrorcore",track
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,wjlb-FM,track
If I Ruled the World (Imagine That) (feat. Lauryn Hill),"Nas,Ms. Lauryn Hill","MySpotigramBot, rap, -1001819731063, Hip-Hop, seen live",track
Gangsta Nation,Westside Connection,"West Coast Rap, Gangsta Rap, rap, Hip-Hop, westside connection",track
Da Rockwilder,"Method Man,Redman","wu-tang, hip hop, MySpotigramBot, Hip-Hop, rap",track
New Money,Tripz,"Alt-country, country, americana, alt country, cow",artist
ATLiens,Outkast,"Hip-Hop, rap, hip hop, outkast, 90s",track
Protect Ya Neck,Wu-Tang Clan,"Hip-Hop, rap, hip hop, wu-tang, 90s",track
Bow Down,Westside Connection,"Gangsta Rap, rap, west coast, Hip-Hop, West Coast Rap",track
Halftime,Nas,"Hip-Hop, hip hop, rap, Nas, new york",track
Ballin',Dmenis,,none
"4,5,6",4LDunk,,none
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,"rap, Gangsta Rap, Hip-Hop, bone thugs-n-harmony, fuckin classic",track
Fuck Wit Dre Day (And Everybody's Celebratin'),"Dr. Dre,Snoop Dogg,RBX,Jewell","hip hop, Hip-Hop, rap, Gangsta Rap, G-funk",track
Stakes Is High,De La Soul,"Hip-Hop, hip hop, rap, De La Soul, j dilla",track
Let Me Ride,"Dr. Dre,Snoop Dogg,RBX,Jewell","Hip-Hop, rap, Gangsta Rap, hip hop, west coast",track
Made You Look,Nas,"rap, Hip-Hop, hip hop, Nas, East Coast",track
Follow The Leader,Eric B. & Rakim,"Hip-Hop, hip hop, rap, old school, old school hip-hop",track
Whoa!,Black Rob,"east coast rap, whoa, black rob, Hip-Hop, hip hop",track
Hit 'Em Up - Single Version,"2Pac,Outlawz","rap, 2pac, Hip-Hop, West Coast Rap, hip hop",track
Get Low,"Lil Jon & The East Side Boyz,Ying Yang Twins","rap, Hip-Hop, Crunk, hip hop, Soundtrack",track
Lose Yourself,Eminem,"rap, Hip-Hop, Eminem, hip hop, Soundtrack",track
Locked Up,Akon,"Hip-Hop, Akon, rap, hip hop, rnb",track
Hate It Or Love It,"The Game,50 Cent","rap, Hip-Hop, the game, Gangsta Rap, hip hop",track
Crank That (Soulja Boy),Soulja Boy,"Soulja Boy, rap, Hip-Hop, Crunk, some gangsta shit of catastrophic proportion",track
How We Do,"The Game,50 Cent","Hip-Hop, rap, the game, hip hop, West Coast Rap",track
I Wanna Love You,"Akon,Snoop Dogg","Hip-Hop, rnb, Akon, rap, hip hop",track
I Can,Nas,"Hip-Hop, rap, hip hop, Nas, East Coast",track
Hot In Herre,Nelly,"Hip-Hop, rap, Nelly, hip hop, rnb",track
Kiss Me Thru The Phone,"Soulja Boy,Sammie","Hip-Hop, Soulja Boy, rap, kiss me thru the phone, r&b",track
Ghostface Killers (feat. Travis Scott),"21 Savage,Offset,Metro Boomin,Travis Scott","MySpotigramBot, trap, Gangsta Rap, cloud rap, Southern Hip Hop",track
Always On Time,"Ja Rule,Ashanti","Hip-Hop, rap, rnb, Ja Rule, Love",track
So Good,B.o.B,"Hip-Hop, pop, rap, 2012, pop rap",track
Frontin' (feat. JAY-Z) - Club Mix,"Pharrell Williams,JAY-Z","Hip-Hop, rnb, rap, hip hop, seen live",artist
Bitch Please,"Snoop Dogg,Xzibit","Hip-Hop, rap, Gangsta Rap, west coast, 1999",track
Make It Rain,"Fat Joe,Lil Wayne","Hip-Hop, rap, american, 2006, favorites",track
Livin' It Up,"Ja Rule,Case","Hip-Hop, rap, Ja Rule-Livin It Up, Ja Rule, livin it up",track
Let's Ride,The Game,"Hip-Hop, rap, West Coast Rap, hip hop, Gangsta Rap",track
"Kick, Push",Lupe Fiasco,"Hip-Hop, Lupe Fiasco, rap, hip hop, chicago",track
Ether,Nas,"Hip-Hop, rap, Nas, hip hop, east coast rap",track
I Smell Pussy,G-Unit,"rap, G-Unit, Hip-Hop, Gangsta Rap, i smell pussy",track
Breathe,Fabolous,"rap, Hip-Hop, just blaze, hip hop, Fabolous",track
Get It On The Floor,"DMX,Swizz Beatz","rap, hip hop, east coast rap, dmx, Gangsta Rap",track
Gimme Some More,Busta Rhymes,"Hip-Hop, rap, hip hop, Busta Rhymes, 90s",track
I Like That,"Houston,Chingy,Nate Dogg,I-20","hiphop, hip hop, dance, party, vm",track
Dem Boyz,Boyz N Da Hood,"rap, hip hop, Dirty South, Hip-Hop, chill",track
Can't Deny It (feat. Nate Dogg),"Fabolous,Nate Dogg","00s, 2000s, 2001, explicit lyrics, danceable beats",track
Knock Yourself Out,"Jadakiss,Pharrell Williams","rap, neptunes, Hip-Hop, jadakiss, hip hop",track
Ho,Ludacris,"rap, Ludacris, hip hop, Ho, Hip-Hop",track
Single Player,French The Kid,,none
Search & Rescue,Drake,"MySpotigramBot, -1001819731063, Drake, rap, 2023",track
Low Down,Lil Baby,,none
06 Gucci (feat. DaBaby & 21 Savage),"Gucci Mane,DaBaby,21 Savage","MySpotigramBot, -1001819731063, -1001333387036",track
Private Landing (feat. Justin Bieber & Future),"Don Toliver,Justin Bieber,Future","Hip-Hop, rap, future, justin bieber, don toliver",track
WHARF TALK (feat. A$AP Rocky),"Tyler, The Creator,A$AP Rocky","Hip-Hop, rap, ofwgkta, underground hip-hop, swag",artist
Two Tens (feat. Anderson .Paak),"Cordae,Anderson .Paak","Mellow, jazz rap, my top songs, Anderson paak, Cordae",track
Porsches in Spanish,"Larry June,The Alchemist","MySpotigramBot, -1001819731063",track
"Burn Bridges (with Lute, Cozz, REASON & Arin Ray)","Dreamville,Lute,Cozz,REASON,Arin Ray","psychedelic, Psychedelic Rock, proto-punk, rock, 60s",artist
HOTEL LOBBY (Unc & Phew),"Quavo,Takeoff","MySpotigramBot, -1001854528204, life changing, takeoff, -1001747063611",track
Out thë way,Yeat,"MySpotigramBot, heat, new jazz, rap, psychedelic",track
Nothing Changed,"Quavo,Takeoff","MySpotigramBot, takeoff, -1001819731063",track
Addicts (feat. M Huncho),"Unknown T,M Huncho",,none
Aneurysm,Nirvana,"Grunge, rock, alternative, 90s, alternative rock",track
Heaven Beside You,Alice In Chains,"Grunge, rock, alternative rock, 90s, Alice in Chains",track
Come Back,Foo Fighters,"rock, alternative rock, Grunge, foo fighters, alternative",track
If Only,Queens of the Stone Age,"Stoner Rock, rock, alternative rock, desert rock, hard rock",track
Psycho Circus,KISS,"hard rock, classic rock, rock, kiss, glam rock",track
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,"heavy metal, metal, Iron Maiden, NWOBHM, rock",track
So Lonely,The Police,"rock, 80s, classic rock, new wave, The Police",track
Anarchy In The UK,Sex Pistols,"punk, punk rock, 70s, british, Classic Punk",track
Symphony Of Destruction,Megadeth,"thrash metal, metal, heavy metal, Megadeth, speed metal",track
Song 2,Blur,"rock, britpop, alternative, 90s, indie",track
I Surrender,Rainbow,"hard rock, classic rock, rock, Rainbow, 80s",track
Heaven and Hell - 2008 Remaster,Black Sabbath,"heavy metal, hard rock, metal, classic rock, rock",track
School's Out,Alice Cooper,"classic rock, hard rock, rock, 70s, Alice Cooper",track
Only Happy When It Rains,Garbage,"rock, alternative, alternative rock, female vocalists, 90s",track
Pigs (Three Different Ones),Pink Floyd,"Progressive rock, Psychedelic Rock, classic rock, rock, Pink Floyd",track
Higher Ground - Remastered 2003,Red Hot Chili Peppers,"rock, cover, alternative rock, funk, Funk Rock",track
Welcome to the Machine,Pink Floyd,"Progressive rock, classic rock, Psychedelic Rock, rock, Pink Floyd",track
Strawberry Fields Forever - Remastered,The Beatles,"classic rock, 60s, psychedelic, The Beatles, rock",track
Every Little Thing She Does Is Magic,The Police,"80s, rock, classic rock, new wave, pop",track
Let's Dance - 2018 Remaster,David Bowie,"80s, rock, classic rock, pop, glam rock",track
Pet Sematary,Ramones,"punk rock, punk, Ramones, rock, 80s",track
Casey Jones - 2013 Remaster,Grateful Dead,"classic rock, grateful dead, rock, psychedelic, 70s",track
Big City Nights,Scorpions,"hard rock, rock, classic rock, heavy metal, 80s",track
Break on Through (To the Other Side),The Doors,"classic rock, rock, Psychedelic Rock, 60s, psychedelic",track
Let's Go Crazy,Prince,"80s, rock, pop, prince, funk",track
Wheel in the Sky,Journey,"classic rock, 80s, rock, journey, Supernatural",track
Mony Mony - Downtown Mix / Remastered 2001,Billy Idol,"80s, rock, classic rock, new wave, Billy Idol",track
